id,name_en,name_he,name_ru,source,category,brand,calories,protein,carbs,fat,fiber,sugars,sodium,has_image
usda_172296,"Babyfood, cereal, barley, prepared with whole milk","חלב מלא — Babyfood, cereal, barley, prepared with whole milk","Цельное молоко — Babyfood, cereal, barley, prepared with whole milk",USDA_SR_Legacy,baby,,84,3.73,9.94,3.26,0.6,,43,yes
usda_173529,"Babyfood, cereal, mixed, prepared with whole milk","חלב מלא — Babyfood, cereal, mixed, prepared with whole milk","Цельное молоко — Babyfood, cereal, mixed, prepared with whole milk",USDA_SR_Legacy,baby,,96,4.14,12.3,3.38,0.8,,42,yes
usda_173530,"Babyfood, cereal, mixed, with bananas, prepared with whole milk","חלב מלא — Babyfood, cereal, mixed, with bananas, prepared with whole milk","Цельное молоко — Babyfood, cereal, mixed, with bananas, prepared with whole milk",USDA_SR_Legacy,baby,,86,3.82,10,3.46,0.4,,48,yes
usda_171360,"Babyfood, cereal, oatmeal, dry fortified","מזון לתינוקות — Babyfood, cereal, oatmeal, dry fortified","Детское питание — Babyfood, cereal, oatmeal, dry fortified",USDA_SR_Legacy,baby,,394,10.99,73.48,6.36,7.3,,21,yes
usda_172297,"Babyfood, cereal, oatmeal, with bananas, prepared with whole milk","חלב מלא — Babyfood, cereal, oatmeal, with bananas, prepared with whole milk","Цельное молоко — Babyfood, cereal, oatmeal, with bananas, prepared with whole milk",USDA_SR_Legacy,baby,,86,3.82,10,3.46,0.4,,48,yes
usda_170969,"Babyfood, cereal, rice, dry fortified","מזון לתינוקות — Babyfood, cereal, rice, dry fortified","Детское питание — Babyfood, cereal, rice, dry fortified",USDA_SR_Legacy,baby,,390,6.65,83.14,2.19,1.3,,32,yes
usda_172299,"Babyfood, cereal, rice, prepared with whole milk","חלב מלא — Babyfood, cereal, rice, prepared with whole milk","Цельное молоко — Babyfood, cereal, rice, prepared with whole milk",USDA_SR_Legacy,baby,,85,3.45,10.31,3.38,,,42,yes
usda_173534,"Babyfood, cereal, rice, with bananas, prepared with whole milk","חלב מלא — Babyfood, cereal, rice, with bananas, prepared with whole milk","Цельное молоко — Babyfood, cereal, rice, with bananas, prepared with whole milk",USDA_SR_Legacy,baby,,86,3.57,10.49,3.32,0.1,,47,yes
usda_171359,"Babyfood, cereal, whole wheat, with apples, dry fortified","מזון לתינוקות — Babyfood, cereal, whole wheat, with apples, dry fortified","Детское питание — Babyfood, cereal, whole wheat, with apples, dry fortified",USDA_SR_Legacy,baby,,402,6.6,83.2,4.8,6.7,,66,yes
usda_170978,"Babyfood, cherry cobbler, junior","מזון לתינוקות — Babyfood, cherry cobbler, junior","Детское питание — Babyfood, cherry cobbler, junior",USDA_SR_Legacy,baby,,78,0.3,19.2,0.1,0.2,,,yes
usda_171368,"Babyfood, cookie, baby, fruit","מזון לתינוקות — Babyfood, cookie, baby, fruit","Детское питание — Babyfood, cookie, baby, fruit",USDA_SR_Legacy,baby,,435,6.8,73.7,12.6,3.4,,9,yes
usda_170975,"Babyfood, cookies","מזון לתינוקות — Babyfood, cookies","Детское питание — Babyfood, cookies",USDA_SR_Legacy,baby,,433,11.8,67.1,13.2,0.2,,300,yes
usda_172317,"Babyfood, corn and sweet potatoes, strained","תפוח אדמה — Babyfood, corn and sweet potatoes, strained","Картофель — Babyfood, corn and sweet potatoes, strained",USDA_SR_Legacy,baby,,68,1.26,15.23,0.28,1.8,,14,yes
usda_170972,"Babyfood, crackers, vegetable","מזון לתינוקות — Babyfood, crackers, vegetable","Детское питание — Babyfood, crackers, vegetable",USDA_SR_Legacy,baby,,477,8.4,66.85,19.6,4,,633,yes
usda_170682,"Amaranth grain, uncooked","אמרנט — Amaranth grain, uncooked","Амарант — Amaranth grain, uncooked",USDA_SR_Legacy,grains,,371,13.56,65.25,7.02,6.7,,4,yes
usda_169739,Barley flour or meal,שעורה — Barley flour or meal,Ячмень — Barley flour or meal,USDA_SR_Legacy,grains,,345,10.5,74.52,1.6,10.1,,4,yes
usda_170285,"Barley, pearled, cooked","שעורה — Barley, pearled, cooked","Ячмень — Barley, pearled, cooked",USDA_SR_Legacy,grains,,123,2.26,28.22,0.44,3.8,,3,yes
usda_170284,"Barley, pearled, raw","שעורה — Barley, pearled, raw","Ячмень — Barley, pearled, raw",USDA_SR_Legacy,grains,,352,9.91,77.72,1.16,15.6,,9,yes
usda_170687,"Buckwheat flour, whole-groat","כוסמת — Buckwheat flour, whole-groat","Гречка — Buckwheat flour, whole-groat",USDA_SR_Legacy,grains,,335,12.62,70.59,3.1,10,,11,yes
usda_170686,"Buckwheat groats, roasted, cooked","כוסמת — Buckwheat groats, roasted, cooked","Гречка — Buckwheat groats, roasted, cooked",USDA_SR_Legacy,grains,,92,3.38,19.94,0.62,2.7,,4,yes
usda_170287,"Bulgur, cooked","מבושל — Bulgur, cooked","Варёный — Bulgur, cooked",USDA_SR_Legacy,grains,,83,3.08,18.58,0.24,4.5,,5,yes
usda_170688,"Bulgur, dry","יבש — Bulgur, dry","Сухой — Bulgur, dry",USDA_SR_Legacy,grains,,342,12.29,75.87,1.33,12.5,,17,yes
usda_172981,"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes","דגני בוקר — Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes","Хлопья — Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes",USDA_SR_Legacy,grains,,353,14.44,78.15,1.41,14.1,,200,yes
usda_173001,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES","דגני בוקר — Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES","Хлопья — Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",USDA_SR_Legacy,grains,,404,3.9,90.1,3.15,1,,630,yes
usda_174643,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS","דגני בוקר — Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS","Хлопья — Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",USDA_SR_Legacy,grains,,370,5.77,89.72,0.89,2.6,,204,yes
usda_173017,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes","אורגני — Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes","Органический — Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",USDA_SR_Legacy,grains,,350,11.91,75.27,5.46,16.6,,458,yes
usda_174654,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola","דלעת — Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola","Тыква — Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",USDA_SR_Legacy,vegetable,,467,11.23,66.1,18.33,8.4,,74,yes
usda_167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY","דגני בוקר — Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY","Хлопья — Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",USDA_SR_Legacy,grains,,380,10,78,3,8,,380,yes
usda_171647,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal","דגנים — Cereals ready-to-eat, POST, GRAPE-NUTS Cereal","Хлопья — Cereals ready-to-eat, POST, GRAPE-NUTS Cereal",USDA_SR_Legacy,fruit,,361,11.22,80.49,1.81,13,,465,yes
usda_173918,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size","מגורר — Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size","Тёртый — Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",USDA_SR_Legacy,grains,,352,7.8,83.8,1.9,9.6,,19,yes
usda_173910,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit","ביסקוויט — Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit","Бисквит — Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",USDA_SR_Legacy,bakery,,337,11.37,78.96,2.01,12.4,,2,yes
usda_173887,"Cereals ready-to-eat, RALSTON CRISP RICE","אורז — Cereals ready-to-eat, RALSTON CRISP RICE","Рис — Cereals ready-to-eat, RALSTON CRISP RICE",USDA_SR_Legacy,grains,,383,6.69,86.22,1.26,0.7,,545,yes
usda_173893,"Cereals ready-to-eat, RALSTON TASTEEOS","דגני בוקר — Cereals ready-to-eat, RALSTON TASTEEOS","Хлопья — Cereals ready-to-eat, RALSTON TASTEEOS",USDA_SR_Legacy,grains,,395,10.71,75.96,5.36,10.7,,571,yes
usda_171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ","דבש — Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ","Мёд — Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ",USDA_SR_Legacy,sweets,,372,26.55,58.11,7.78,10.2,,11,yes
usda_174639,"Cereals ready-to-eat, UNCLE SAM CEREAL","דגנים — Cereals ready-to-eat, UNCLE SAM CEREAL","Хлопья — Cereals ready-to-eat, UNCLE SAM CEREAL",USDA_SR_Legacy,grains,,346,15.98,65.78,11.6,20.3,,206,yes
usda_172973,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn","תירס — Cereals ready-to-eat, chocolate-flavored frosted puffed corn","Кукуруза — Cereals ready-to-eat, chocolate-flavored frosted puffed corn",USDA_SR_Legacy,vegetable,,405,3.34,87.2,3.5,3.8,,534,yes
usda_171646,"Cereals ready-to-eat, granola, homemade","גרנולה — Cereals ready-to-eat, granola, homemade","Гранола — Cereals ready-to-eat, granola, homemade",USDA_SR_Legacy,grains,,489,13.67,53.88,24.31,8.9,,26,yes
usda_169077,"Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits","מתוק — Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits","Подслащённый — Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits",USDA_SR_Legacy,grains,,385,7.1,76.2,5.6,9.7,,245,yes
usda_173896,"Cereals ready-to-eat, wheat germ, toasted, plain","קלוי — Cereals ready-to-eat, wheat germ, toasted, plain","Поджаренный — Cereals ready-to-eat, wheat germ, toasted, plain",USDA_SR_Legacy,grains,,382,29.1,49.6,10.7,15.1,,4,yes
usda_173900,"Cereals, CREAM OF RICE, dry","שמנת — Cereals, CREAM OF RICE, dry","Сливки — Cereals, CREAM OF RICE, dry",USDA_SR_Legacy,dairy,,370,6.3,82.4,0.5,0.7,,6,yes
usda_171671,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt","מים — Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt","Вода — Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt",USDA_SR_Legacy,drinks,,71,1.71,14.76,0.46,0.8,,223,yes
usda_171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt","מים — Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt","Вода — Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",USDA_SR_Legacy,drinks,,71,1.71,14.76,0.46,0.8,,2,yes
usda_171654,"Cereals, corn grits, white, regular and quick, enriched, dry","תירס — Cereals, corn grits, white, regular and quick, enriched, dry","Кукуруза — Cereals, corn grits, white, regular and quick, enriched, dry",USDA_SR_Legacy,vegetable,,370,7.65,79.09,1.75,4.6,,1,yes
usda_171673,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt","מים — Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt","Вода — Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt",USDA_SR_Legacy,drinks,,65,1.23,13.86,0.39,0.7,,223,yes
usda_171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry","שמנת — Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry","Сливки — Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry",USDA_SR_Legacy,dairy,,360,11.6,73.19,1.41,4.2,,124,yes
usda_173920,"Cereals, oats, instant, fortified, maple and brown sugar, dry","סוכר — Cereals, oats, instant, fortified, maple and brown sugar, dry","Сахар — Cereals, oats, instant, fortified, maple and brown sugar, dry",USDA_SR_Legacy,grains,,386,9.25,76.67,4.73,7.2,,505,yes
usda_171661,"Cereals, oats, instant, fortified, plain, dry","שיבולת שועל — Cereals, oats, instant, fortified, plain, dry","Овёс — Cereals, oats, instant, fortified, plain, dry",USDA_SR_Legacy,grains,,362,11.92,69.52,6.9,10,,220,yes
usda_171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)","מים — Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)","Вода — Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",USDA_SR_Legacy,drinks,,68,2.37,11.67,1.36,1.7,,49,yes
usda_171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry","שיבולת שועל — Cereals, oats, instant, fortified, with cinnamon and spice, dry","Овёс — Cereals, oats, instant, fortified, with cinnamon and spice, dry",USDA_SR_Legacy,sauces,,369,9.53,76.08,4.84,8,,434,yes
usda_173906,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water","מים — Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water","Вода — Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",USDA_SR_Legacy,drinks,,96,2.37,18.95,1.21,2,,111,yes
usda_173908,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water","מים — Cereals, oats, instant, fortified, with raisins and spice, prepared with water","Вода — Cereals, oats, instant, fortified, with raisins and spice, prepared with water",USDA_SR_Legacy,drinks,,88,1.98,17.91,0.95,1.3,,111,yes
usda_173904,"Cereals, oats, regular and quick, not fortified, dry","שיבולת שועל — Cereals, oats, regular and quick, not fortified, dry","Овёс — Cereals, oats, regular and quick, not fortified, dry",USDA_SR_Legacy,grains,,379,13.15,67.7,6.52,10.1,,6,yes
usda_173905,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt","מים — Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt","Вода — Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",USDA_SR_Legacy,drinks,,71,2.54,12,1.52,1.7,,4,yes
usda_171667,"Cereals, whole wheat hot natural cereal, dry","דגנים — Cereals, whole wheat hot natural cereal, dry","Хлопья — Cereals, whole wheat hot natural cereal, dry",USDA_SR_Legacy,grains,,342,11.2,75.2,2,9.5,,2,yes
usda_170289,"Corn bran, crude","תירס — Corn bran, crude","Кукуруза — Corn bran, crude",USDA_SR_Legacy,vegetable,,224,8.36,85.64,0.92,79,,7,yes
usda_169694,"Corn flour, masa, enriched, white","קמח — Corn flour, masa, enriched, white","Мука — Corn flour, masa, enriched, white",USDA_SR_Legacy,vegetable,,363,8.46,76.59,3.69,6.4,,5,yes
usda_169696,"Corn flour, masa, unenriched, white","קמח — Corn flour, masa, unenriched, white","Мука — Corn flour, masa, unenriched, white",USDA_SR_Legacy,vegetable,,363,8.46,76.59,3.69,6.4,,5,yes
usda_169748,"Corn flour, whole-grain, white","קמח — Corn flour, whole-grain, white","Мука — Corn flour, whole-grain, white",USDA_SR_Legacy,vegetable,,361,6.93,76.85,3.86,7.3,,5,yes
usda_170290,"Corn flour, whole-grain, yellow","קמח — Corn flour, whole-grain, yellow","Мука — Corn flour, whole-grain, yellow",USDA_SR_Legacy,vegetable,,361,6.93,76.85,3.86,7.3,,5,yes
usda_168922,"Cornmeal, degermed, enriched, white","קמח תירס — Cornmeal, degermed, enriched, white","Кукурузная мука — Cornmeal, degermed, enriched, white",USDA_SR_Legacy,grains,,370,7.11,79.45,1.75,3.9,,7,yes
usda_168867,"Cornmeal, degermed, enriched, yellow","קמח תירס — Cornmeal, degermed, enriched, yellow","Кукурузная мука — Cornmeal, degermed, enriched, yellow",USDA_SR_Legacy,grains,,370,7.11,79.45,1.75,3.9,,7,yes
usda_172015,"Cornmeal, degermed, unenriched, white","קמח תירס — Cornmeal, degermed, unenriched, white","Кукурузная мука — Cornmeal, degermed, unenriched, white",USDA_SR_Legacy,grains,,370,7.11,79.45,1.75,3.9,,7,yes
usda_168929,"Cornmeal, degermed, unenriched, yellow","קמח תירס — Cornmeal, degermed, unenriched, yellow","Кукурузная мука — Cornmeal, degermed, unenriched, yellow",USDA_SR_Legacy,grains,,370,7.11,79.45,1.75,3.9,,7,yes
usda_169750,"Cornmeal, whole-grain, white","קמח תירס — Cornmeal, whole-grain, white","Кукурузная мука — Cornmeal, whole-grain, white",USDA_SR_Legacy,grains,,362,8.12,76.89,3.59,7.3,,35,yes
usda_169697,"Cornmeal, whole-grain, yellow","קמח תירס — Cornmeal, whole-grain, yellow","Кукурузная мука — Cornmeal, whole-grain, yellow",USDA_SR_Legacy,grains,,362,8.12,76.89,3.59,7.3,,35,yes
usda_169698,Cornstarch,קורנפלור — Cornstarch,Кукурузный крахмал — Cornstarch,USDA_SR_Legacy,grains,,381,0.26,91.27,0.05,0.9,,9,yes
usda_169700,"Couscous, cooked","קוסקוס — Couscous, cooked","Кускус — Couscous, cooked",USDA_SR_Legacy,grains,,112,3.79,23.22,0.16,1.4,,5,yes
usda_169701,"Hominy, canned, white","משימורים — Hominy, canned, white","Консервированный — Hominy, canned, white",USDA_SR_Legacy,vegetable,,72,1.48,14.26,0.88,2.5,,267,yes
usda_168904,"Macaroni, vegetable, enriched, cooked","מקרוני — Macaroni, vegetable, enriched, cooked","Макароны — Macaroni, vegetable, enriched, cooked",USDA_SR_Legacy,grains,,128,4.53,26.61,0.11,4.3,,6,yes
usda_168871,"Millet, cooked","דוחן — Millet, cooked","Просо — Millet, cooked",USDA_SR_Legacy,grains,,119,3.51,23.67,1,1.3,,2,yes
usda_169731,"Noodles, egg, dry, enriched","אטריות — Noodles, egg, dry, enriched","Лапша — Noodles, egg, dry, enriched",USDA_SR_Legacy,grains,,384,14.16,71.27,4.44,3.3,,21,yes
usda_169755,"Noodles, egg, dry, unenriched","אטריות — Noodles, egg, dry, unenriched","Лапша — Noodles, egg, dry, unenriched",USDA_SR_Legacy,grains,,384,14.16,71.27,4.44,3.3,,21,yes
usda_169732,"Noodles, egg, enriched, cooked","אטריות — Noodles, egg, enriched, cooked","Лапша — Noodles, egg, enriched, cooked",USDA_SR_Legacy,grains,,138,4.54,25.16,2.07,1.2,,5,yes
usda_169734,"Noodles, egg, spinach, enriched, cooked","תרד — Noodles, egg, spinach, enriched, cooked","Шпинат — Noodles, egg, spinach, enriched, cooked",USDA_SR_Legacy,greens,,132,5.04,24.25,1.57,2.3,,12,yes
usda_168926,"Noodles, egg, unenriched, cooked, without added salt","אטריות — Noodles, egg, unenriched, cooked, without added salt","Лапша — Noodles, egg, unenriched, cooked, without added salt",USDA_SR_Legacy,grains,,138,4.54,25.16,2.07,1.2,,5,yes
usda_168872,"Oat bran, raw","טרי — Oat bran, raw","Сырой — Oat bran, raw",USDA_SR_Legacy,grains,,246,17.3,66.22,7.03,15.4,,4,yes
usda_169741,"Oat flour, partially debranned","קמח — Oat flour, partially debranned","Мука — Oat flour, partially debranned",USDA_SR_Legacy,grains,,404,14.66,65.7,9.12,6.5,,19,yes
usda_169737,"Pasta, cooked, enriched, without added salt","פסטה — Pasta, cooked, enriched, without added salt","Паста — Pasta, cooked, enriched, without added salt",USDA_SR_Legacy,grains,,158,5.8,30.86,0.93,1.8,,1,yes
usda_168928,"Pasta, cooked, unenriched, without added salt","פסטה — Pasta, cooked, unenriched, without added salt","Паста — Pasta, cooked, unenriched, without added salt",USDA_SR_Legacy,grains,,158,5.8,30.86,0.93,1.8,,1,yes
usda_169736,"Pasta, dry, enriched","פסטה — Pasta, dry, enriched","Паста — Pasta, dry, enriched",USDA_SR_Legacy,grains,,371,13.04,74.67,1.51,3.2,,6,yes
usda_172026,"Pasta, gluten-free, brown rice flour, cooked, TINKYADA","אורז חום — Pasta, gluten-free, brown rice flour, cooked, TINKYADA","Бурый рис — Pasta, gluten-free, brown rice flour, cooked, TINKYADA",USDA_SR_Legacy,grains,,138,3.46,32.2,1.67,1.7,,4,yes
usda_173265,"Pasta, gluten-free, corn and rice flour, cooked","פסטה — Pasta, gluten-free, corn and rice flour, cooked","Паста — Pasta, gluten-free, corn and rice flour, cooked",USDA_SR_Legacy,vegetable,,179,3.2,38.05,1,1.4,,4,yes
usda_172027,"Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST","קינואה — Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST","Киноа — Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST",USDA_SR_Legacy,vegetable,,152,3.23,31.11,2.07,3.3,,4,yes
usda_168910,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)","פסטה — Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)","Паста — Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",USDA_SR_Legacy,grains,,149,5.99,30.07,1.71,3.9,,4,yes
usda_169713,"Rice bran, crude","אורז — Rice bran, crude","Рис — Rice bran, crude",USDA_SR_Legacy,grains,,316,13.35,49.69,20.85,21,,5,yes
usda_169714,"Rice flour, white, unenriched","קמח — Rice flour, white, unenriched","Мука — Rice flour, white, unenriched",USDA_SR_Legacy,grains,,366,5.95,80.13,1.42,2.4,,,yes
usda_168914,"Rice noodles, cooked","אטריות — Rice noodles, cooked","Лапша — Rice noodles, cooked",USDA_SR_Legacy,grains,,108,1.79,24.01,0.2,1,,19,yes
usda_169742,"Rice noodles, dry","אטריות — Rice noodles, dry","Лапша — Rice noodles, dry",USDA_SR_Legacy,grains,,364,5.95,80.18,0.56,1.6,,182,yes
usda_169704,"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)","אורז — Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)","Рис — Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",USDA_SR_Legacy,grains,,123,2.74,25.58,0.97,1.6,,4,yes
usda_169703,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)","אורז — Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)","Рис — Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",USDA_SR_Legacy,grains,,367,7.54,76.25,3.2,3.6,,5,yes
usda_168876,"Rice, brown, parboiled, dry, UNCLE BEN'S","אורז — Rice, brown, parboiled, dry, UNCLE BEN'S","Рис — Rice, brown, parboiled, dry, UNCLE BEN'S",USDA_SR_Legacy,grains,,370,7.6,78.68,2.75,3.5,,6,yes
usda_169711,"Rice, white, glutinous, unenriched, cooked","אורז — Rice, white, glutinous, unenriched, cooked","Рис — Rice, white, glutinous, unenriched, cooked",USDA_SR_Legacy,grains,,97,2.02,21.09,0.19,1,,5,yes
usda_169708,"Rice, white, long-grain, parboiled, enriched, cooked","אורז — Rice, white, long-grain, parboiled, enriched, cooked","Рис — Rice, white, long-grain, parboiled, enriched, cooked",USDA_SR_Legacy,grains,,123,2.91,26.05,0.37,0.9,,2,yes
usda_169707,"Rice, white, long-grain, parboiled, enriched, dry","אורז — Rice, white, long-grain, parboiled, enriched, dry","Рис — Rice, white, long-grain, parboiled, enriched, dry",USDA_SR_Legacy,grains,,374,7.51,80.89,1.03,1.8,,2,yes
usda_172439,"Bacon, meatless","בייקון — Bacon, meatless","Бекон — Bacon, meatless",USDA_SR_Legacy,vegan,,309,11.69,5.31,29.52,2.6,,1465,yes
usda_175182,"Beans, baked, canned, plain or vegetarian","משימורים — Beans, baked, canned, plain or vegetarian","Консервированный — Beans, baked, canned, plain or vegetarian",USDA_SR_Legacy,legumes,,94,4.75,21.14,0.37,4.1,,343,yes
usda_175184,"Beans, baked, canned, with franks","משימורים — Beans, baked, canned, with franks","Консервированный — Beans, baked, canned, with franks",USDA_SR_Legacy,legumes,,142,6.75,15.39,6.57,6.9,,430,yes
usda_173732,"Beans, baked, canned, with pork and sweet sauce","חזיר — Beans, baked, canned, with pork and sweet sauce","Свинина — Beans, baked, canned, with pork and sweet sauce",USDA_SR_Legacy,meat,,105,4.52,21.57,0.89,4.4,,391,yes
usda_173733,"Beans, baked, canned, with pork and tomato sauce","חזיר — Beans, baked, canned, with pork and tomato sauce","Свинина — Beans, baked, canned, with pork and tomato sauce",USDA_SR_Legacy,vegetable,,94,5.15,18.69,0.93,4,,437,yes
usda_175188,"Beans, black turtle, mature seeds, canned","שעועית שחורה — Beans, black turtle, mature seeds, canned","Чёрная фасоль — Beans, black turtle, mature seeds, canned",USDA_SR_Legacy,legumes,,91,6.03,16.55,0.29,6.9,,384,yes
usda_175239,"Beans, black turtle, mature seeds, cooked, boiled, with salt","שעועית שחורה — Beans, black turtle, mature seeds, cooked, boiled, with salt","Чёрная фасоль — Beans, black turtle, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,130,8.18,24.35,0.35,8.3,,239,yes
usda_175187,"Beans, black turtle, mature seeds, cooked, boiled, without salt","שעועית שחורה — Beans, black turtle, mature seeds, cooked, boiled, without salt","Чёрная фасоль — Beans, black turtle, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,130,8.18,24.35,0.35,8.3,,3,yes
usda_175238,"Beans, black, mature seeds, canned, low sodium","משימורים — Beans, black, mature seeds, canned, low sodium","Низкого натрия — Beans, black, mature seeds, canned, low sodium",USDA_SR_Legacy,legumes,,91,6.03,16.55,0.29,6.9,,138,yes
usda_175237,"Beans, black, mature seeds, cooked, boiled, with salt","מלח — Beans, black, mature seeds, cooked, boiled, with salt","Соль — Beans, black, mature seeds, cooked, boiled, with salt",USDA_SR_Legacy,legumes,,132,8.86,23.71,0.54,8.7,,237,yes
usda_173735,"Beans, black, mature seeds, cooked, boiled, without salt","מלח — Beans, black, mature seeds, cooked, boiled, without salt","Соль — Beans, black, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,legumes,,132,8.86,23.71,0.54,8.7,,1,yes
usda_173734,"Beans, black, mature seeds, raw","שעועית — Beans, black, mature seeds, raw","Зрелый — Beans, black, mature seeds, raw",USDA_SR_Legacy,legumes,,341,21.6,62.36,1.42,15.5,,5,yes
usda_175192,"Beans, great northern, mature seeds, canned","משימורים — Beans, great northern, mature seeds, canned","Консервированный — Beans, great northern, mature seeds, canned",USDA_SR_Legacy,legumes,,114,7.37,21.02,0.39,4.9,,370,yes
usda_173791,"Beans, great northern, mature seeds, canned, low sodium","משימורים — Beans, great northern, mature seeds, canned, low sodium","Низкого натрия — Beans, great northern, mature seeds, canned, low sodium",USDA_SR_Legacy,legumes,,114,7.37,21.02,0.39,4.9,,177,yes
usda_173740,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt","מלח — Beans, kidney, all types, mature seeds, cooked, boiled, without salt","Соль — Beans, kidney, all types, mature seeds, cooked, boiled, without salt",USDA_SR_Legacy,meat,,127,8.67,22.8,0.5,6.4,,1,yes
usda_175245,"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium","כליה — Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium","Низкого натрия — Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",USDA_SR_Legacy,meat,,81,5.22,14.83,0.36,5.3,,117,yes
usda_175195,"Beans, kidney, red, mature seeds, canned, solids and liquids","כליה — Beans, kidney, red, mature seeds, canned, solids and liquids","Почка — Beans, kidney, red, mature seeds, canned, solids and liquids",USDA_SR_Legacy,meat,,81,5.22,14.83,0.36,4.3,,256,yes
